DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2010-12-17,0.0,53.0,30.0,33.0,209.0,0.0
2010-12-18,0.0,72.0,37.0,47.0,186.0,0.0
2010-12-19,0.0,60.0,44.0,35.0,198.0,0.0
2010-12-20,0.0,56.0,39.0,23.0,207.0,0.0
2010-12-21,1.0,62.0,30.0,43.0,195.0,0.0
2010-12-22,0.0,54.0,23.0,37.0,184.0,0.0
2010-12-23,0.0,63.0,29.0,34.0,173.0,0.0
2010-12-24,1.0,72.0,26.0,38.0,208.0,0.0
2010-12-25,0.0,62.0,32.0,33.0,203.0,0.0
2010-12-26,0.0,63.0,33.0,40.0,198.0,0.0
2010-12-27,0.0,69.0,33.0,36.0,195.0,0.0
2010-12-28,0.0,56.0,31.0,36.0,176.0,0.0
2010-12-29,0.0,49.0,24.0,25.0,194.0,0.0
2010-12-30,0.0,55.0,29.0,56.0,182.0,0.0
2010-12-31,0.0,64.0,24.0,42.0,184.0,0.0
2011-01-01,0.0,61.0,25.0,40.0,202.0,0.0
2011-01-02,0.0,65.0,30.0,33.0,170.0,0.0
2011-01-03,0.0,62.0,27.0,39.0,203.0,0.0
2011-01-04,0.0,58.0,25.0,35.0,209.0,0.0
2011-01-05,0.0,56.0,22.0,41.0,223.0,0.0
2011-01-06,0.0,53.0,25.0,41.0,202.0,0.0
2011-01-07,1.0,63.0,27.0,39.0,229.0,0.0
2011-01-08,0.0,67.0,32.0,43.0,187.0,0.0
2011-01-09,0.0,67.0,23.0,35.0,200.0,0.0
2011-01-10,0.0,63.0,30.0,35.0,203.0,0.0
2011-01-11,0.0,60.0,34.0,39.0,189.0,0.0
2011-01-12,0.0,64.0,36.0,47.0,184.0,0.0
2011-01-13,0.0,60.0,24.0,42.0,173.0,0.0
2011-01-14,0.0,62.0,26.0,34.0,191.0,0.0
2011-01-15,0.0,47.0,30.0,39.0,192.0,0.0
2011-01-16,0.0,65.0,36.0,39.0,192.0,0.0
2011-01-17,0.0,60.0,34.0,43.0,206.0,0.0
2011-01-18,0.0,64.0,32.0,31.0,181.0,0.0
2011-01-19,0.0,63.0,31.0,42.0,183.0,0.0
2011-01-20,0.0,59.0,34.0,39.0,192.0,0.0
2011-01-21,0.0,51.0,28.0,55.0,181.0,0.0
2011-01-22,0.0,43.0,27.0,43.0,193.0,0.0
2011-01-23,0.0,55.0,25.0,45.0,173.0,0.0
2011-01-24,0.0,50.0,31.0,36.0,208.0,0.0
2011-01-25,0.0,60.0,23.0,42.0,213.0,0.0
2011-01-26,0.0,47.0,36.0,45.0,182.0,0.0
2011-01-27,0.0,46.0,29.0,42.0,196.0,0.0
2011-01-28,0.0,52.0,28.0,29.0,202.0,0.0
2011-01-29,0.0,57.0,23.0,45.0,165.0,0.0
