DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2010-04-09,0.0,333.0,189.0,252.0,1041.0,0.0
2010-04-10,1.0,343.0,162.0,228.0,1102.0,0.0
2010-04-11,1.0,365.0,178.0,248.0,1084.0,0.0
2010-04-12,0.0,350.0,179.0,262.0,1138.0,0.0
2010-04-13,1.0,367.0,195.0,253.0,1156.0,0.0
2010-04-14,1.0,332.0,209.0,250.0,1108.0,0.0
2010-04-15,1.0,348.0,201.0,281.0,1077.0,0.0
2010-04-16,0.0,332.0,221.0,243.0,1096.0,0.0
2010-04-17,2.0,390.0,203.0,241.0,1144.0,0.0
2010-04-18,0.0,378.0,197.0,229.0,1083.0,0.0
2010-04-19,0.0,374.0,195.0,267.0,1092.0,0.0
2010-04-20,1.0,380.0,193.0,275.0,1156.0,0.0
2010-04-21,0.0,371.0,217.0,268.0,1118.0,0.0
2010-04-22,0.0,391.0,217.0,282.0,1037.0,0.0
2010-04-23,0.0,409.0,221.0,260.0,1070.0,0.0
2010-04-24,0.0,375.0,212.0,238.0,1036.0,0.0
2010-04-25,0.0,369.0,204.0,271.0,1076.0,0.0
2010-04-26,1.0,368.0,191.0,268.0,1075.0,0.0
2010-04-27,0.0,349.0,220.0,266.0,1030.0,0.0
2010-04-28,0.0,357.0,197.0,256.0,1025.0,0.0
2010-04-29,0.0,369.0,209.0,286.0,1025.0,0.0
2010-04-30,0.0,339.0,177.0,265.0,1050.0,0.0
2010-05-01,0.0,329.0,195.0,258.0,1141.0,0.0
2010-05-02,0.0,363.0,189.0,262.0,1064.0,0.0
2010-05-03,2.0,332.0,197.0,245.0,1056.0,0.0
2010-05-04,2.0,359.0,204.0,259.0,1089.0,0.0
2010-05-05,0.0,350.0,216.0,232.0,1075.0,0.0
2010-05-06,1.0,369.0,188.0,248.0,1110.0,0.0
2010-05-07,0.0,373.0,219.0,265.0,1083.0,0.0
2010-05-08,1.0,326.0,191.0,263.0,1133.0,0.0
2010-05-09,0.0,341.0,173.0,257.0,1107.0,0.0
2010-05-10,1.0,377.0,211.0,264.0,1153.0,0.0
2010-05-11,1.0,374.0,219.0,245.0,1070.0,0.0
2010-05-12,0.0,316.0,196.0,260.0,1086.0,0.0
2010-05-13,1.0,368.0,215.0,264.0,1136.0,0.0
2010-05-14,1.0,371.0,215.0,267.0,1155.0,0.0
2010-05-15,0.0,359.0,183.0,261.0,1163.0,0.0
2010-05-16,0.0,371.0,163.0,268.0,1101.0,0.0
2010-05-17,0.0,367.0,187.0,234.0,1132.0,0.0
