DATA,DEMAIS OBITOS,INSUFICIENCIA RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG,COVID19
2010-04-12,116.0,11.0,31.0,29.0,0.0,0.0
2010-04-13,137.0,26.0,33.0,27.0,0.0,0.0
2010-04-14,106.0,25.0,30.0,25.0,0.0,0.0
2010-04-15,107.0,24.0,38.0,27.0,0.0,0.0
2010-04-16,107.0,26.0,33.0,28.0,0.0,0.0
2010-04-17,130.0,16.0,38.0,29.0,0.0,0.0
2010-04-18,122.0,28.0,35.0,23.0,0.0,0.0
2010-04-19,125.0,20.0,31.0,30.0,0.0,0.0
2010-04-20,108.0,15.0,36.0,34.0,0.0,0.0
2010-04-21,121.0,19.0,41.0,24.0,0.0,0.0
2010-04-22,114.0,23.0,46.0,42.0,0.0,0.0
2010-04-23,146.0,24.0,49.0,31.0,0.0,0.0
2010-04-24,129.0,20.0,32.0,18.0,0.0,0.0
2010-04-25,124.0,19.0,40.0,30.0,0.0,0.0
2010-04-26,119.0,16.0,39.0,20.0,0.0,0.0
2010-04-27,110.0,18.0,37.0,30.0,0.0,0.0
2010-04-28,103.0,15.0,38.0,29.0,0.0,0.0
2010-04-29,110.0,25.0,32.0,32.0,0.0,0.0
2010-04-30,103.0,11.0,36.0,34.0,0.0,0.0
2010-05-01,116.0,18.0,36.0,30.0,0.0,0.0
2010-05-02,104.0,18.0,43.0,27.0,0.0,0.0
2010-05-03,109.0,23.0,31.0,20.0,0.0,0.0
2010-05-04,111.0,17.0,48.0,32.0,0.0,0.0
2010-05-05,114.0,16.0,39.0,21.0,0.0,0.0
2010-05-06,130.0,16.0,44.0,36.0,1.0,0.0
2010-05-07,134.0,24.0,32.0,29.0,0.0,0.0
2010-05-08,130.0,26.0,36.0,25.0,0.0,0.0
2010-05-09,123.0,24.0,36.0,23.0,0.0,0.0
2010-05-10,101.0,16.0,38.0,26.0,0.0,0.0
2010-05-11,117.0,24.0,38.0,29.0,0.0,0.0
2010-05-12,118.0,17.0,38.0,27.0,0.0,0.0
2010-05-13,113.0,18.0,38.0,33.0,0.0,0.0
2010-05-14,138.0,25.0,33.0,39.0,1.0,0.0
2010-05-15,132.0,28.0,34.0,24.0,0.0,0.0
2010-05-16,137.0,25.0,42.0,31.0,0.0,0.0
2010-05-17,133.0,17.0,35.0,21.0,0.0,0.0
2010-05-18,97.0,19.0,36.0,23.0,0.0,0.0
2010-05-19,123.0,36.0,32.0,23.0,0.0,0.0
2010-05-20,127.0,29.0,37.0,19.0,0.0,0.0
2010-05-21,121.0,19.0,40.0,30.0,0.0,0.0
2010-05-22,103.0,16.0,30.0,23.0,0.0,0.0
2010-05-23,118.0,26.0,45.0,29.0,0.0,0.0
2010-05-24,130.0,20.0,34.0,21.0,0.0,0.0
2010-05-25,113.0,23.0,44.0,26.0,0.0,0.0
2010-05-26,94.0,24.0,37.0,24.0,0.0,0.0
2010-05-27,118.0,30.0,37.0,26.0,0.0,0.0
2010-05-28,120.0,28.0,30.0,27.0,0.0,0.0
2010-05-29,113.0,22.0,41.0,20.0,0.0,0.0
2010-05-30,117.0,24.0,42.0,23.0,0.0,0.0
2010-05-31,125.0,26.0,47.0,24.0,0.0,0.0
2010-06-01,123.0,22.0,37.0,33.0,0.0,0.0
2010-06-02,101.0,23.0,38.0,14.0,0.0,0.0
2010-06-03,137.0,22.0,45.0,28.0,0.0,0.0
2010-06-04,116.0,25.0,36.0,22.0,0.0,0.0
2010-06-05,113.0,24.0,48.0,26.0,0.0,0.0
2010-06-06,132.0,23.0,41.0,27.0,0.0,0.0
2010-06-07,134.0,27.0,37.0,26.0,0.0,0.0
2010-06-08,143.0,21.0,39.0,28.0,0.0,0.0
2010-06-09,129.0,32.0,43.0,27.0,0.0,0.0
2010-06-10,138.0,15.0,34.0,24.0,0.0,0.0
2010-06-11,153.0,32.0,49.0,30.0,0.0,0.0
2010-06-12,147.0,30.0,33.0,19.0,0.0,0.0
2010-06-13,118.0,12.0,47.0,22.0,0.0,0.0
2010-06-14,145.0,17.0,43.0,32.0,0.0,0.0
2010-06-15,167.0,23.0,32.0,40.0,0.0,0.0
2010-06-16,152.0,28.0,50.0,35.0,1.0,0.0
2010-06-17,127.0,23.0,46.0,34.0,0.0,0.0
2010-06-18,146.0,26.0,50.0,26.0,0.0,0.0
2010-06-19,126.0,21.0,41.0,14.0,0.0,0.0
2010-06-20,155.0,21.0,46.0,26.0,0.0,0.0
2010-06-21,150.0,15.0,49.0,28.0,0.0,0.0
2010-06-22,140.0,23.0,33.0,32.0,0.0,0.0
2010-06-23,123.0,24.0,45.0,24.0,0.0,0.0
2010-06-24,152.0,22.0,42.0,33.0,0.0,0.0
2010-06-25,112.0,26.0,43.0,39.0,0.0,0.0
2010-06-26,118.0,19.0,46.0,27.0,0.0,0.0
2010-06-27,112.0,27.0,48.0,22.0,0.0,0.0
2010-06-28,159.0,27.0,44.0,30.0,0.0,0.0
2010-06-29,131.0,13.0,53.0,29.0,0.0,0.0
2010-06-30,119.0,18.0,53.0,19.0,0.0,0.0
2010-07-01,124.0,16.0,57.0,23.0,0.0,0.0
2010-07-02,129.0,26.0,43.0,28.0,0.0,0.0
2010-07-03,130.0,27.0,50.0,24.0,0.0,0.0
2010-07-04,118.0,21.0,46.0,21.0,0.0,0.0
2010-07-05,149.0,23.0,50.0,24.0,0.0,0.0
2010-07-06,141.0,24.0,43.0,26.0,0.0,0.0
2010-07-07,120.0,25.0,48.0,23.0,0.0,0.0
2010-07-08,120.0,21.0,36.0,21.0,0.0,0.0
2010-07-09,137.0,22.0,48.0,37.0,0.0,0.0
2010-07-10,126.0,25.0,37.0,36.0,0.0,0.0
2010-07-11,125.0,20.0,49.0,22.0,0.0,0.0
2010-07-12,140.0,22.0,52.0,24.0,0.0,0.0
2010-07-13,131.0,17.0,34.0,23.0,0.0,0.0
2010-07-14,118.0,21.0,57.0,29.0,0.0,0.0
2010-07-15,122.0,22.0,52.0,22.0,0.0,0.0
2010-07-16,112.0,20.0,52.0,29.0,0.0,0.0
2010-07-17,105.0,22.0,52.0,30.0,0.0,0.0
2010-07-18,112.0,18.0,43.0,24.0,0.0,0.0
2010-07-19,110.0,29.0,52.0,28.0,0.0,0.0
2010-07-20,128.0,15.0,27.0,28.0,0.0,0.0
2010-07-21,127.0,38.0,33.0,23.0,0.0,0.0
2010-07-22,113.0,26.0,43.0,27.0,0.0,0.0
2010-07-23,120.0,19.0,49.0,23.0,0.0,0.0
2010-07-24,123.0,27.0,45.0,25.0,0.0,0.0
2010-07-25,106.0,17.0,38.0,32.0,0.0,0.0
2010-07-26,114.0,26.0,50.0,20.0,0.0,0.0
2010-07-27,101.0,24.0,58.0,30.0,0.0,0.0
2010-07-28,137.0,26.0,62.0,23.0,0.0,0.0
2010-07-29,118.0,27.0,30.0,20.0,0.0,0.0
2010-07-30,143.0,31.0,38.0,29.0,0.0,0.0
2010-07-31,116.0,25.0,32.0,23.0,0.0,0.0
